"","LOCALITY_NAME","POSTCODE","SA2_MAINCODE","SA2_NAME"
"4529","HARBOUR NORTH",NA,122011419,"Manly - Fairlight"
"4530","N HARBOUR",NA,122011419,"Manly - Fairlight"
"4531","NORTH HARBOUR",NA,122011419,"Manly - Fairlight"
"4532","MANLY VALE",2093,122031430,"Manly Vale - Allambie Heights"
"4533","BALGOWLAH NORTH",2093,122031430,"Manly Vale - Allambie Heights"
"4534","N BALGOWLAH",2093,122031430,"Manly Vale - Allambie Heights"
"4535","NORTH BALGOWLAH",2093,122031430,"Manly Vale - Allambie Heights"
"4536","ALLAMBIE",2100,122031430,"Manly Vale - Allambie Heights"
"4537","ALLAMBIE HEIGHTS",2100,122031430,"Manly Vale - Allambie Heights"
"4538","LURLINE BAY",2035,118021567,"Maroubra - South"
"4539","MAROUBRA",2035,118021567,"Maroubra - South"
"4540","MAROUBRA BAY",2035,118021567,"Maroubra - South"
"4541","MAROUBRA BEACH",2035,118021567,"Maroubra - South"
"4542","MAROUBRA JUNCTION",2035,118021567,"Maroubra - South"
"4543","MAROUBRA SOUTH",2035,118021567,"Maroubra - South"
"4544","SOUTH MAROUBRA",2035,118021567,"Maroubra - South"
"4545","MARRICKVILLE",2204,117021326,"Marrickville"
"4546","FLETCHER",2287,111031226,"Maryland - Fletcher - Minmi"
"4547","MARYLAND",2287,111031226,"Maryland - Fletcher - Minmi"
"4548","BACK CREEK",2287,111031226,"Maryland - Fletcher - Minmi"
"4549","MINMI",2287,111031226,"Maryland - Fletcher - Minmi"
"4550","EASTLAKES",2018,117011322,"Mascot - Eastlakes"
"4551","MASCOT",2020,117011322,"Mascot - Eastlakes"
"4552","SYDNEY AIRPORT",2020,117011322,"Mascot - Eastlakes"
"4553","SYDNEY DOMESTIC AIRPORT",2020,117011322,"Mascot - Eastlakes"
"4554","SYDNEY INTERNATIONAL AIRPORT",2020,117011322,"Mascot - Eastlakes"
"4555","MAYFIELD",2304,111031227,"Mayfield - Warabrook"
"4556","EAST MAYFIELD",2304,111031227,"Mayfield - Warabrook"
"4557","MAYFIELD EAST",2304,111031227,"Mayfield - Warabrook"
"4558","MAYFIELD WEST",2304,111031227,"Mayfield - Warabrook"
"4559","WEST MAYFIELD",2304,111031227,"Mayfield - Warabrook"
"4560","WARABROOK",2304,111031227,"Mayfield - Warabrook"
"4561","BANGOR",2234,128021535,"Menai - Lucas Heights - Woronora"
"4562","BARDEN RIDGE",2234,128021535,"Menai - Lucas Heights - Woronora"
"4563","LUCAS HEIGHTS",2234,128021535,"Menai - Lucas Heights - Woronora"
"4564","MENAI",2234,128021535,"Menai - Lucas Heights - Woronora"
"4565","WORONORA",2232,128021535,"Menai - Lucas Heights - Woronora"
"4566","MEREWETHER",2291,111031228,"Merewether - The Junction"
"4567","MEREWETHER BEACH",2291,111031228,"Merewether - The Junction"
"4568","NEWCASTLE",2291,111031228,"Merewether - The Junction"
"4569","MEREWETHER HEIGHTS",2291,111031228,"Merewether - The Junction"
"4570","MERWETHER HEIGHTS",2291,111031228,"Merewether - The Junction"
"4571","THE JUNCTION",2291,111031228,"Merewether - The Junction"
"4572","BALD HILL",2549,101041025,"Merimbula - Tura Beach"
"4573","BALD HILLS",2549,101041025,"Merimbula - Tura Beach"
"4574","BAR BEACH",2548,101041025,"Merimbula - Tura Beach"
"4575","MERIMBULA",2548,101041025,"Merimbula - Tura Beach"
"4576","MERIMBULA BEACH",2548,101041025,"Merimbula - Tura Beach"
"4577","MIDDLE BEACH",2548,101041025,"Merimbula - Tura Beach"
"4578","MILLINGANDI",2549,101041025,"Merimbula - Tura Beach"
"4579","MIRADOR",2548,101041025,"Merimbula - Tura Beach"
"4580","MITCHIES BEACH",2548,101041025,"Merimbula - Tura Beach"
"4581","BERRAMBOOL",2548,101041025,"Merimbula - Tura Beach"
"4582","PAMBULA",2549,101041025,"Merimbula - Tura Beach"
"4583","JIGUMA BEACH",2549,101041025,"Merimbula - Tura Beach"
"4584","LIONS BEACH",2549,101041025,"Merimbula - Tura Beach"
"4585","PAMBULA BEACH",2549,101041025,"Merimbula - Tura Beach"
"4586","PAMBULA SOUTH",2549,101041025,"Merimbula - Tura Beach"
"4587","S PAMBULA",2549,101041025,"Merimbula - Tura Beach"
"4588","SOUTH PAMBULA",2549,101041025,"Merimbula - Tura Beach"
"4589","SHORT POINT BEACH",2548,101041025,"Merimbula - Tura Beach"
"4590","TURA BEACH",2548,101041025,"Merimbula - Tura Beach"
"4591","BOURNDA",2548,101041025,"Merimbula - Tura Beach"
"4592","BOURNDA BEACH",2548,101041025,"Merimbula - Tura Beach"
"4593","WALLAGOOT BEACH",2548,101041025,"Merimbula - Tura Beach"
"4594","BROADWATER",2549,101041025,"Merimbula - Tura Beach"
"4595","HOLROYD",2142,125031485,"Merrylands - Holroyd"
"4596","MERRYLANDS",2160,125031485,"Merrylands - Holroyd"
"4597","S WENTWORTHVILLE",2145,125031485,"Merrylands - Holroyd"
"4598","SOUTH WENTWORTHVILLE",2145,125031485,"Merrylands - Holroyd"
"4599","WENTWORTHVILLE SOUTH",2145,125031485,"Merrylands - Holroyd"
"4600","MINTO",2566,123021443,"Minto - St Andrews"
"4601","SAINT ANDREWS",2566,123021443,"Minto - St Andrews"
"4602","ST ANDREWS",2566,123021443,"Minto - St Andrews"
"4603","BOW BOWING",2566,123021443,"Minto - St Andrews"
"4604","MIRANDA",2228,128011530,"Miranda - Yowie Bay"
"4605","YOWIE BAY",2228,128011530,"Miranda - Yowie Bay"
"4606","AYLMERTON",2575,114021286,"Mittagong"
"4607","MITTAGONG",2575,114021286,"Mittagong"
"4608","WELBY",2575,114021286,"Mittagong"
"4609","WILLOW VALE",2575,114021286,"Mittagong"
"4610","BALACLAVA",2575,114021286,"Mittagong"
"4611","RENWICK",2575,114021286,"Mittagong"
"4612","BRAEMAR",2575,114021286,"Mittagong"
"4613","CUMMERAGUNGA",2731,109031184,"Moama"
"4614","MOAMA",2731,109031184,"Moama"
"4615","TATAILA",2731,109031184,"Moama"
"4616","KYEEMAGH",2216,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4617","MONTEREY",2217,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4618","BRIGHTON",2216,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4619","BRIGHTON LE SANDS",2216,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4620","BRIGHTON-LE-SANDS",2216,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4621","LADY ROBINSONS BEACH",2216,119041380,"Monterey - Brighton-le-Sands - Kyeemagh"
"4622","BOOLOOROO",2400,110031195,"Moree"
"4623","CAMURRA",2400,110031195,"Moree"
"4624","EAST MOREE",2400,110031195,"Moree"
"4625","KIOMA",2400,110031195,"Moree"
"4626","MEHI CRESCENT",2400,110031195,"Moree"
"4627","MOREE",2400,110031195,"Moree"
"4628","MOREE EAST",2400,110031195,"Moree"
"4629","STANLEY VILLAGE",2400,110031195,"Moree"
"4630","WHITE SWAMP",2400,110031195,"Moree"
"4631","ASHLEY",2400,110031196,"Moree Region"
"4632","MOPPIN",2400,110031196,"Moree Region"
"4633","CROOBLE",2400,110031196,"Moree Region"
"4634","MILGUY",2400,110031196,"Moree Region"
"4635","CROPPA CREEK",2411,110031196,"Moree Region"
"4636","GARAH",2405,110031196,"Moree Region"
"4637","GARAH SOUTH",2405,110031196,"Moree Region"
"4638","GURLEY",2398,110031196,"Moree Region"
"4639","MALLOWA",2400,110031196,"Moree Region"
"4640","MILLIE",2397,110031196,"Moree Region"
"4641","MUNGINDI",2406,110031196,"Moree Region"
"4642","BIBILAH",2408,110031196,"Moree Region"
"4643","MUNGLE",2408,110031196,"Moree Region"
"4644","N STAR",2408,110031196,"Moree Region"
"4645","NORTH STAR",2408,110031196,"Moree Region"
"4646","STAR NORTH",2408,110031196,"Moree Region"
"4647","PALLAMALLAWA",2399,110031196,"Moree Region"
"4648","BERRIGAI",2390,110031196,"Moree Region"
"4649","BERRIGAL",2390,110031196,"Moree Region"
"4650","BINIGUY",2399,110031196,"Moree Region"
"4651","BERRIGAI",2400,110031196,"Moree Region"
"4652","TERRY HIE HIE",2400,110031196,"Moree Region"
"4653","TULLOONA",2400,110031196,"Moree Region"
"4654","WEEMELAH",2406,110031196,"Moree Region"
"4655","BOGGABILLA",2409,110031196,"Moree Region"
"4656","TOOMELAH",2409,110031196,"Moree Region"
"4657","BOOMI",2405,110031196,"Moree Region"
"4658","BORONGA",2405,110031196,"Moree Region"
"4659","BOONAL",2409,110031196,"Moree Region"
"4660","BULLARAH",2400,110031196,"Moree Region"
"4661","AVONDALE",2265,111021218,"Morisset - Cooranbong"
"4662","COORANBONG",2265,111021218,"Morisset - Cooranbong"
"4663","DORA CREEK",2264,111021218,"Morisset - Cooranbong"
"4664","ERARING",2264,111021218,"Morisset - Cooranbong"
"4665","STINGAREE POINT",2264,111021218,"Morisset - Cooranbong"
"4666","FREEMANS WATERHOLE",2323,111021218,"Morisset - Cooranbong"
"4667","MANDALONG",2264,111021218,"Morisset - Cooranbong"
"4668","MARTINSVILLE",2265,111021218,"Morisset - Cooranbong"
"4669","BEAUTY POINT",2264,111021218,"Morisset - Cooranbong"
"4670","MORISSET",2264,111021218,"Morisset - Cooranbong"
"4671","SILVERWATER (MORISSET)",2264,111021218,"Morisset - Cooranbong"
"4672","MYUNA BAY",2264,111021218,"Morisset - Cooranbong"
"4673","WYEE",2259,111021218,"Morisset - Cooranbong"
"4674","WYEE POINT",2259,111021218,"Morisset - Cooranbong"
"4675","WYEE PT",2259,111021218,"Morisset - Cooranbong"
"4676","MORTDALE",2223,119031369,"Mortdale - Penshurst"
"4677","PENSHURST",2222,119031369,"Mortdale - Penshurst"
"4678","CONGO",2537,101041026,"Moruya - Tuross Head"
"4679","MERINGO",2537,101041026,"Moruya - Tuross Head"
"4680","GARLANDTOWN",2537,101041026,"Moruya - Tuross Head"
"4681","MORUYA",2537,101041026,"Moruya - Tuross Head"
"4682","NORTH MORUYA",2537,101041026,"Moruya - Tuross Head"
"4683","MORUYA HEADS",2537,101041026,"Moruya - Tuross Head"
"4684","BERGALIA",2537,101041026,"Moruya - Tuross Head"
"4685","BINGIE",2537,101041026,"Moruya - Tuross Head"
"4686","BINGIE BEACH",2537,101041026,"Moruya - Tuross Head"
"4687","COILA BEACH",2537,101041026,"Moruya - Tuross Head"
"4688","MERINGO BEACH",2537,101041026,"Moruya - Tuross Head"
"4689","COILA LAKE",2537,101041026,"Moruya - Tuross Head"
"4690","ONE TREE BEACH",2537,101041026,"Moruya - Tuross Head"
"4691","TUROSS HEAD",2537,101041026,"Moruya - Tuross Head"
"4692","COILA",2537,101041026,"Moruya - Tuross Head"
"4693","BALMORAL",2088,121041415,"Mosman"
"4694","BALMORAL BEACH",2088,121041415,"Mosman"
"4695","BEAUTY POINT",2088,121041415,"Mosman"
"4696","BEAUTY PT",2088,121041415,"Mosman"
"4697","CHINAMANS BEACH",2088,121041415,"Mosman"
"4698","CLIFTON GARDENS",2088,121041415,"Mosman"
"4699","CREMORNE JUNCTION",2088,121041415,"Mosman"
"4700","EDWARDS BEACH",2088,121041415,"Mosman"
"4701","GEORGES HEIGHTS",2088,121041415,"Mosman"
"4702","MOSMAN",2088,121041415,"Mosman"
"4703","MOSMAN PARK",2088,121041415,"Mosman"
"4704","SPIT JUNCTION",2088,121041415,"Mosman"
"4705","THE SPIT",2088,121041415,"Mosman"
"4706","WHITING BEACH",2088,121041415,"Mosman"
"4707","BERRIMA JUNCTION",2577,114021287,"Moss Vale - Berrima"
"4708","BONG BONG",2577,114021287,"Moss Vale - Berrima"
"4709","MOSS VALE",2577,114021287,"Moss Vale - Berrima"
"4710","YARRUNGA",2577,114021287,"Moss Vale - Berrima"
"4711","NEW BERRIMA",2577,114021287,"Moss Vale - Berrima"
"4712","BERRIMA",2577,114021287,"Moss Vale - Berrima"
"4713","BERRIMA WEST",2577,114021287,"Moss Vale - Berrima"
"4714","MITTAGONG",2577,114021287,"Moss Vale - Berrima"
"4715","WELBY",2577,114021287,"Moss Vale - Berrima"
"4716","CURRANS HILL",2567,123011435,"Mount Annan - Currans Hill"
"4717","MOUNT ANNAN",2567,123011435,"Mount Annan - Currans Hill"
"4718","MT ANNAN",2567,123011435,"Mount Annan - Currans Hill"
"4719","NARELLAN VALE",2567,123011435,"Mount Annan - Currans Hill"
"4720","SMEATON GRANGE",2567,123011435,"Mount Annan - Currans Hill"
"4721","MOUNT ANNAN",2570,123011435,"Mount Annan - Currans Hill"
"4722","SPRING FARM",2570,123011435,"Mount Annan - Currans Hill"
"4723","MOUNT DRUITT",2770,116031317,"Mount Druitt - Whalan"
"4724","MT DRUITT",2770,116031317,"Mount Druitt - Whalan"
"4725","WHALAN",2770,116031317,"Mount Druitt - Whalan"
"4726","MOUNT HUTTON",2290,111011210,"Mount Hutton - Windale"
"4727","MT HUTTON",2290,111011210,"Mount Hutton - Windale"
"4728","TINCIRA HEIGHTS",2290,111011210,"Mount Hutton - Windale"
"4729","TINGIRA HEIGHTS",2290,111011210,"Mount Hutton - Windale"
"4730","WINDALE",2306,111011210,"Mount Hutton - Windale"
"4731","MILROY",2850,103031072,"Mudgee"
"4732","GLEN AYR",2850,103031072,"Mudgee"
"4733","MUDGEE",2850,103031072,"Mudgee"
"4734","PUTTA BUCCA",2850,103031072,"Mudgee"
"4735","BOMBIRA",2850,103031072,"Mudgee"
"4736","BURRUNDULLA",2850,103031072,"Mudgee"
"4737","CAERLEON",2850,103031072,"Mudgee"
"4738","AARONS PASS",2850,103031073,"Mudgee Region - East"
"4739","COXS CREEK",2849,103031073,"Mudgee Region - East"
"4740","COXS CROWN",2849,103031073,"Mudgee Region - East"
"4741","DABEE",2849,103031073,"Mudgee Region - East"
"4742","DUNGEREE",2849,103031073,"Mudgee Region - East"
"4743","GINGHI",2849,103031073,"Mudgee Region - East"
"4744","GROWEE",2849,103031073,"Mudgee Region - East"
"4745","ILFORD",2850,103031073,"Mudgee Region - East"
"4746","MOUNT VINCENT",2850,103031073,"Mudgee Region - East"
"4747","MT VINCENT",2850,103031073,"Mudgee Region - East"
"4748","RAZORBACK",2850,103031073,"Mudgee Region - East"
"4749","CARWELL CREEK",2848,103031073,"Mudgee Region - East"
"4750","KANDOS",2848,103031073,"Mudgee Region - East"
"4751","KELGOOLA",2849,103031073,"Mudgee Region - East"
"4752","LEE CREEK",2849,103031073,"Mudgee Region - East"
"4753","MONIVAE",2850,103031073,"Mudgee Region - East"
"4754","MURRUMBO",2849,103031073,"Mudgee Region - East"
"4755","NULLO MOUNTAIN",2849,103031073,"Mudgee Region - East"
"4756","OLINDA",2849,103031073,"Mudgee Region - East"
"4757","PINNACLE SWAMP",2849,103031073,"Mudgee Region - East"
"4758","PYANGLE",2849,103031073,"Mudgee Region - East"
"4759","RUNNING STREAM",2850,103031073,"Mudgee Region - East"
"4760","REEDY CREEK",2849,103031073,"Mudgee Region - East"
"4761","RYLSTONE",2849,103031073,"Mudgee Region - East"
"4762","BYLONG UPPER",2849,103031073,"Mudgee Region - East"
"4763","UPPER BYLONG",2849,103031073,"Mudgee Region - East"
"4764","GROWEE UPPER",2849,103031073,"Mudgee Region - East"
"4765","UPPER GROWEE",2849,103031073,"Mudgee Region - East"
"4766","BREAKFAST CREEK",2849,103031073,"Mudgee Region - East"
"4767","BROGANS CREEK",2848,103031073,"Mudgee Region - East"
"4768","BUDDEN",2849,103031073,"Mudgee Region - East"
"4769","BYLONG",2849,103031073,"Mudgee Region - East"
"4770","CAMBOON",2849,103031073,"Mudgee Region - East"
"4771","CARWELL",2849,103031073,"Mudgee Region - East"
"4772","CARWELL CREEK",2849,103031073,"Mudgee Region - East"
"4773","CHARBON",2848,103031073,"Mudgee Region - East"
"4774","CLANDULLA",2848,103031073,"Mudgee Region - East"
"4775","COGGAN",2849,103031073,"Mudgee Region - East"
"4776","COOKS GAP",2850,103031074,"Mudgee Region - West"
"4777","COOKS GAP VIA MUDGEE",2850,103031074,"Mudgee Region - West"
"4778","COOKSGAP",2850,103031074,"Mudgee Region - West"
"4779","MUDGEE COOKS GAP",2850,103031074,"Mudgee Region - West"
"4780","COOYAL",2850,103031074,"Mudgee Region - West"
"4781","COPE",2852,103031074,"Mudgee Region - West"
"4782","AVISFORD",2850,103031074,"Mudgee Region - West"
"4783","CROSS ROADS",2850,103031074,"Mudgee Region - West"
"4784","CUDGEGONG",2850,103031074,"Mudgee Region - West"
"4785","TANNABUTTA",2850,103031074,"Mudgee Region - West"
"4786","CULLENBONE",2850,103031074,"Mudgee Region - West"
"4787","CUMBANDRY",2852,103031074,"Mudgee Region - West"
"4788","CUMBO",2850,103031074,"Mudgee Region - West"
"4789","COBBORA",2844,103031074,"Mudgee Region - West"
"4790","CRABOON",2844,103031074,"Mudgee Region - West"
"4791","DUNEDOO",2844,103031074,"Mudgee Region - West"
"4792","MEDWAY",2844,103031074,"Mudgee Region - West"
"4793","ERUDGERE",2850,103031074,"Mudgee Region - West"
"4794","ERUDGERE VIA MUDGEE",2850,103031074,"Mudgee Region - West"
"4795","EURUNDEREE",2850,103031074,"Mudgee Region - West"
"4796","FROG ROCK",2850,103031074,"Mudgee Region - West"
"4797","GALAMBINE",2850,103031074,"Mudgee Region - West"
"4798","GOOLMA",2852,103031074,"Mudgee Region - West"
"4799","MEDWAY",2852,103031074,"Mudgee Region - West"
"4800","GRATTAI",2850,103031074,"Mudgee Region - West"
"4801","GREEN GULLY",2850,103031074,"Mudgee Region - West"
"4802","GULGONG",2852,103031074,"Mudgee Region - West"
"4803","HARGRAVES",2850,103031074,"Mudgee Region - West"
"4804","BARA",2850,103031074,"Mudgee Region - West"
"4805","HAVILAH",2850,103031074,"Mudgee Region - West"
"4806","HAYES GAP",2850,103031074,"Mudgee Region - West"
"4807","HOME RULE",2850,103031074,"Mudgee Region - West"
"4808","BARIGAN",2850,103031074,"Mudgee Region - West"
"4809","BARNEYS REEF",2852,103031074,"Mudgee Region - West"
"4810","KAINS FLAT",2850,103031074,"Mudgee Region - West"
"4811","KAINS FLAT VIA MUDGEE",2850,103031074,"Mudgee Region - West"
"4812","HANNAHS BRIDGE",2844,103031074,"Mudgee Region - West"
"4813","LEADVILLE",2844,103031074,"Mudgee Region - West"
"4814","LINBURN",2850,103031074,"Mudgee Region - West"
"4815","LUE",2850,103031074,"Mudgee Region - West"
"4816","MAITLAND BAR",2850,103031074,"Mudgee Region - West"
"4817","MEBUL",2852,103031074,"Mudgee Region - West"
"4818","MENAH",2850,103031074,"Mudgee Region - West"
"4819","MEROO",2850,103031074,"Mudgee Region - West"
"4820","MEROTHERIE",2852,103031074,"Mudgee Region - West"
"4821","MOGO",2850,103031074,"Mudgee Region - West"
"4822","MOOLARBEN",2850,103031074,"Mudgee Region - West"
"4823","MOUNT FROME",2850,103031074,"Mudgee Region - West"
"4824","MT FROME",2850,103031074,"Mudgee Region - West"
"4825","MOUNT KNOWLES",2850,103031074,"Mudgee Region - West"
"4826","MT KNOWLES",2850,103031074,"Mudgee Region - West"
"4827","BROOMBEE",2850,103031074,"Mudgee Region - West"
"4828","MULLAMUDDY",2850,103031074,"Mudgee Region - West"
"4829","MUNGHORN",2850,103031074,"Mudgee Region - West"
"4830","PIAMBONG",2850,103031074,"Mudgee Region - West"
"4831","BERYL",2852,103031074,"Mudgee Region - West"
"4832","PYRAMUL",2850,103031074,"Mudgee Region - West"
"4833","QUEENS PINCH",2850,103031074,"Mudgee Region - West"
"4834","RIVERLEA",2850,103031074,"Mudgee Region - West"
"4835","SPRING FLAT",2850,103031074,"Mudgee Region - West"
"4836","SAINT FILLANS",2850,103031074,"Mudgee Region - West"
"4837","ST FILLANS",2850,103031074,"Mudgee Region - West"
"4838","STONY CREEK",2850,103031074,"Mudgee Region - West"
"4839","STUBBO",2852,103031074,"Mudgee Region - West"
"4840","GOODIMAN",2852,103031074,"Mudgee Region - West"
"4841","TALLAWANG",2852,103031074,"Mudgee Region - West"
"4842","TAMBAROORA",2850,103031074,"Mudgee Region - West"
"4843","BIRRIWA",2844,103031074,"Mudgee Region - West"
"4844","TICHULAR",2850,103031074,"Mudgee Region - West"
"4845","TOTNES VALLEY",2850,103031074,"Mudgee Region - West"
"4846","TRIAMBLE",2850,103031074,"Mudgee Region - West"
"4847","TURILL",2850,103031074,"Mudgee Region - West"
"4848","BEN BUCKLEY",2850,103031074,"Mudgee Region - West"
"4849","TWELVE MILE",2850,103031074,"Mudgee Region - West"
"4850","UARBRY",2329,103031074,"Mudgee Region - West"
"4851","ULAN",2850,103031074,"Mudgee Region - West"
"4852","ULLAMALLA",2850,103031074,"Mudgee Region - West"
"4853","WILBETREE",2850,103031074,"Mudgee Region - West"
"4854","WILPINJONG",2850,103031074,"Mudgee Region - West"
"4855","WINDEYER",2850,103031074,"Mudgee Region - West"
"4856","BOCOBLE",2850,103031074,"Mudgee Region - West"
"4857","WOLLAR",2850,103031074,"Mudgee Region - West"
"4858","WORLDS END",2850,103031074,"Mudgee Region - West"
"4859","HILLGROVE",2850,103031074,"Mudgee Region - West"
"4860","YARRABIN",2850,103031074,"Mudgee Region - West"
"4861","GULGONG",2850,103031074,"Mudgee Region - West"
"4862","YARRAWONGA",2850,103031074,"Mudgee Region - West"
"4863","BIRAGANBIL",2852,103031074,"Mudgee Region - West"
"4864","TWO MILE FLAT",2852,103031074,"Mudgee Region - West"
"4865","GUNTAWANG",2852,103031074,"Mudgee Region - West"
"4866","COBBORA",NA,103031074,"Mudgee Region - West"
"4867","BOTOBOLAR",2850,103031074,"Mudgee Region - West"
"4868","APPLE TREE FLAT",2850,103031074,"Mudgee Region - West"
"4869","BUCKAROO",2850,103031074,"Mudgee Region - West"
"4870","BUDGEE BUDGEE",2850,103031074,"Mudgee Region - West"
"4871","BUNGABA",2852,103031074,"Mudgee Region - West"
"4872","CANADIAN LEAD",2850,103031074,"Mudgee Region - West"
"4873","CARCALGONG",2850,103031074,"Mudgee Region - West"
"4874","COLLINGWOOD",2850,103031074,"Mudgee Region - West"
"4875","LUDDENHAM",2745,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4876","MULGOA",2745,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4877","CLAREMONT",2748,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4878","ORCHARD HILLS",2748,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4879","RAAF ORCHARD HILLS",2748,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4880","SAINT CLAIR",2748,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4881","WALLACIA",2745,124031463,"Mulgoa - Luddenham - Orchard Hills"
"4882","GOONENGERRY",2482,112011243,"Mullumbimby"
"4883","HUONBROOK",2482,112011243,"Mullumbimby"
"4884","KOONYUM RANGE",2482,112011243,"Mullumbimby"
"4885","BILLINUDGEL",2482,112011243,"Mullumbimby"
"4886","MAIN ARM",2482,112011243,"Mullumbimby"
"4887","MIDDLE POCKET",2483,112011243,"Mullumbimby"
"4888","MONTECOLLUM",2482,112011243,"Mullumbimby"
"4889","MULLUMBIMBY",2482,112011243,"Mullumbimby"
"4890","MULLUMBIMBY CREEK",2482,112011243,"Mullumbimby"
"4891","MYOCUM",2481,112011243,"Mullumbimby"
"4892","PALMWOOD",2482,112011243,"Mullumbimby"
"4893","PALMWOODS",2482,112011243,"Mullumbimby"
"4894","BILLINUDGEL",2483,112011243,"Mullumbimby"
"4895","THE POCKET",2483,112011243,"Mullumbimby"
"4896","COOPERS CREEK UPPER",2482,112011243,"Mullumbimby"
"4897","UPPER COOPERS CREEK",2482,112011243,"Mullumbimby"
"4898","MAIN ARM UPPER",2482,112011243,"Mullumbimby"
"4899","UPPER MAIN ARM",2482,112011243,"Mullumbimby"
"4900","UPPER WILSONS CREEK",2482,112011243,"Mullumbimby"
"4901","WILSONS CREEK UPPER",2482,112011243,"Mullumbimby"
"4902","WANGANUI",2482,112011243,"Mullumbimby"
"4903","WILSONS CREEK",2482,112011243,"Mullumbimby"
"4904","YELGUN",2483,112011243,"Mullumbimby"
"4905","MURWILLUMBAH",2484,112031251,"Murwillumbah"
"4906","MURWILLUMBAH SOUTH",2484,112031251,"Murwillumbah"
"4907","S MURWILLUMBAH",2484,112031251,"Murwillumbah"
"4908","SOUTH MURWILLUMBAH",2484,112031251,"Murwillumbah"
"4909","BRAY PARK",2484,112031251,"Murwillumbah"
"4910","COMMISSIONERS CREEK",2484,112031252,"Murwillumbah Region"
"4911","CONDONG",2484,112031252,"Murwillumbah Region"
"4912","CRYSTAL CREEK",2484,112031252,"Murwillumbah Region"
"4913","BACK CREEK",2484,112031252,"Murwillumbah Region"
"4914","DOON DOON",2484,112031252,"Murwillumbah Region"
"4915","DULGUIGAN",2484,112031252,"Murwillumbah Region"
"4916","DUM DUM",2484,112031252,"Murwillumbah Region"
"4917","DUNBIBLE",2484,112031252,"Murwillumbah Region"
"4918","DUNGAY",2484,112031252,"Murwillumbah Region"
"4919","EUNGELLA",2484,112031252,"Murwillumbah Region"
"4920","EVIRON",2484,112031252,"Murwillumbah Region"
"4921","FARRANTS HILL",2484,112031252,"Murwillumbah Region"
"4922","FERNVALE",2484,112031252,"Murwillumbah Region"
"4923","HOPKINS CREEK",2484,112031252,"Murwillumbah Region"
"4924","KIELVALE",2484,112031252,"Murwillumbah Region"
"4925","KUNGHUR",2484,112031252,"Murwillumbah Region"
"4926","KUNGHUR CREEK",2484,112031252,"Murwillumbah Region"
"4927","KYNNUMBOON",2484,112031252,"Murwillumbah Region"
"4928","LIMPINWOOD",2484,112031252,"Murwillumbah Region"
"4929","MEBBIN",2484,112031252,"Murwillumbah Region"
"4930","MIDGINBIL",2484,112031252,"Murwillumbah Region"
"4931","MOUNT BURRELL",2484,112031252,"Murwillumbah Region"
"4932","MT BURRELL",2484,112031252,"Murwillumbah Region"
"4933","MOUNT WARNING",2484,112031252,"Murwillumbah Region"
"4934","MT WARNING",2484,112031252,"Murwillumbah Region"
"4935","NOBBYS CREEK",2484,112031252,"Murwillumbah Region"
"4936","N ARM",2484,112031252,"Murwillumbah Region"
"4937","NORTH ARM",2484,112031252,"Murwillumbah Region"
"4938","NUMINBAH",2484,112031252,"Murwillumbah Region"
"4939","NUNDERI",2484,112031252,"Murwillumbah Region"
"4940","PALMVALE",2484,112031252,"Murwillumbah Region"
"4941","PUMPENBIL",2484,112031252,"Murwillumbah Region"
"4942","RESERVE CREEK",2484,112031252,"Murwillumbah Region"
"4943","ROWLANDS CREEK",2484,112031252,"Murwillumbah Region"
"4944","SMITHS CREEK",2484,112031252,"Murwillumbah Region"
"4945","DUNBIBLE CREEK",2484,112031252,"Murwillumbah Region"
"4946","STOKERS SIDING",2484,112031252,"Murwillumbah Region"
"4947","TERRAGON",2484,112031252,"Murwillumbah Region"
"4948","TUMBULGUM",2490,112031252,"Murwillumbah Region"
"4949","TYALGUM",2484,112031252,"Murwillumbah Region"
"4950","TYALGUM CREEK",2484,112031252,"Murwillumbah Region"
"4951","TYGALGAH",2484,112031252,"Murwillumbah Region"
"4952","UKI",2484,112031252,"Murwillumbah Region"
"4953","CRYSTAL CREEK UPPER",2484,112031252,"Murwillumbah Region"
"4954","UPPER CRYSTAL CREEK",2484,112031252,"Murwillumbah Region"
"4955","WARDROP VALLEY",2484,112031252,"Murwillumbah Region"
"4956","ZARA",2484,112031252,"Murwillumbah Region"
"4957","BRAYS CREEK",2484,112031252,"Murwillumbah Region"
"4958","BYANGUM",2484,112031252,"Murwillumbah Region"
"4959","BYRRILL CREEK",2484,112031252,"Murwillumbah Region"
"4960","CEDAR CREEK",2484,112031252,"Murwillumbah Region"
"4961","CHILLINGHAM",2484,112031252,"Murwillumbah Region"
