"","LOCALITY_NAME","POSTCODE","SA2_MAINCODE","SA2_NAME"
"6106","LONG POINT",2330,106011113,"Singleton Region"
"6107","LONG PT",2330,106011113,"Singleton Region"
"6108","MAISON DIEU",2330,106011113,"Singleton Region"
"6109","MIDDLE FALBROOK",2330,106011113,"Singleton Region"
"6110","MILBRODALE",2330,106011113,"Singleton Region"
"6111","MIRANNIE",2330,106011113,"Singleton Region"
"6112","MITCHELLS FLAT",2330,106011113,"Singleton Region"
"6113","MOUNT OLIVE",2330,106011113,"Singleton Region"
"6114","MT OLIVE",2330,106011113,"Singleton Region"
"6115","CAMIRA CREEK",2330,106011113,"Singleton Region"
"6116","MOUNT ROYAL",2330,106011113,"Singleton Region"
"6117","MT ROYAL",2330,106011113,"Singleton Region"
"6118","MOUNT THORLEY",2330,106011113,"Singleton Region"
"6119","MT THORLEY",2330,106011113,"Singleton Region"
"6120","PUTTY",2330,106011113,"Singleton Region"
"6121","RAVENSWORTH",2330,106011113,"Singleton Region"
"6122","REEDY CREEK",2330,106011113,"Singleton Region"
"6123","ROUGHIT",2330,106011113,"Singleton Region"
"6124","BIG RIDGE",2330,106011113,"Singleton Region"
"6125","SCOTTS FLAT",2330,106011113,"Singleton Region"
"6126","SEDGEFIELD",2330,106011113,"Singleton Region"
"6127","SAINT CLAIR",2330,106011113,"Singleton Region"
"6128","ST CLAIR",2330,106011113,"Singleton Region"
"6129","STANHOPE",2335,106011113,"Singleton Region"
"6130","HUNTER VALLEY",2330,106011113,"Singleton Region"
"6131","WARKWORTH",2330,106011113,"Singleton Region"
"6132","WESTBROOK",2330,106011113,"Singleton Region"
"6133","BOWMANS CREEK",2330,106011113,"Singleton Region"
"6134","BRIDGMAN",2330,106011113,"Singleton Region"
"6135","BROKE",2330,106011113,"Singleton Region"
"6136","BULGA MINE",2330,106011113,"Singleton Region"
"6137","APPLETREE FLAT",2330,106011113,"Singleton Region"
"6138","BILGA",2330,106011113,"Singleton Region"
"6139","BULGA",2330,106011113,"Singleton Region"
"6140","CAMBERWELL",2330,106011113,"Singleton Region"
"6141","CARROWBROOK",2330,106011113,"Singleton Region"
"6142","CLYDESDALE",2330,106011113,"Singleton Region"
"6143","SMITHFIELD",2164,127021519,"Smithfield - Wetherill Park"
"6144","SMITHFIELD WEST",2164,127021519,"Smithfield - Wetherill Park"
"6145","WETHERILL PARK",2164,127021519,"Smithfield - Wetherill Park"
"6146","CONNELLS POINT",2221,119031374,"South Hurstville - Blakehurst"
"6147","CONNELLS PT",2221,119031374,"South Hurstville - Blakehurst"
"6148","KYLE BAY",2221,119031374,"South Hurstville - Blakehurst"
"6149","S HURSTVILLE",2221,119031374,"South Hurstville - Blakehurst"
"6150","SOUTH HURSTVILLE",2221,119031374,"South Hurstville - Blakehurst"
"6151","BLAKEHURST",2221,119031374,"South Hurstville - Blakehurst"
"6152","HURSTVILLE",2221,119031374,"South Hurstville - Blakehurst"
"6153","HURSTVILLE SOUTH",2221,119031374,"South Hurstville - Blakehurst"
"6154","KIRRAWEE",2221,119031374,"South Hurstville - Blakehurst"
"6155","CARSS PARK",2221,119031374,"South Hurstville - Blakehurst"
"6156","JERSEYVILLE",2431,108021160,"South West Rocks"
"6157","BACK BEACH",2431,108021160,"South West Rocks"
"6158","FRONT BEACH",2431,108021160,"South West Rocks"
"6159","NEW ENTRANCE",2431,108021160,"South West Rocks"
"6160","S WEST ROCKS",2431,108021160,"South West Rocks"
"6161","SOUTH WEST ROCKS",2431,108021160,"South West Rocks"
"6162","ARAKOON",2431,108021160,"South West Rocks"
"6163","GAP BEACH",2431,108021160,"South West Rocks"
"6164","NORTH SMOKY BEACH",2431,108021160,"South West Rocks"
"6165","SMOKY CAPE",2431,108021160,"South West Rocks"
"6166","SOUTH SMOKY BEACH",2431,108021160,"South West Rocks"
"6167","EXETER",2579,114021289,"Southern Highlands"
"6168","MOSS VALE",2579,114021289,"Southern Highlands"
"6169","HIGH RANGE",2575,114021289,"Southern Highlands"
"6170","JELLORE",2575,114021289,"Southern Highlands"
"6171","WANGANDERRY",2575,114021289,"Southern Highlands"
"6172","BANGADILLY",2575,114021289,"Southern Highlands"
"6173","JOADJA",2575,114021289,"Southern Highlands"
"6174","BELANGLO",2577,114021289,"Southern Highlands"
"6175","MEDWAY",2577,114021289,"Southern Highlands"
"6176","PADDYS RIVER",2577,114021289,"Southern Highlands"
"6177","PENROSE",2579,114021289,"Southern Highlands"
"6178","HANGING ROCK",2577,114021289,"Southern Highlands"
"6179","HANGING ROCK HILL",2577,114021289,"Southern Highlands"
"6180","SUTTON FOREST",2577,114021289,"Southern Highlands"
"6181","WATTLE RIDGE",2575,114021289,"Southern Highlands"
"6182","WERAI",2577,114021289,"Southern Highlands"
"6183","WINGELLO",2579,114021289,"Southern Highlands"
"6184","WOODLANDS",2575,114021289,"Southern Highlands"
"6185","MANDEMAR",2575,114021289,"Southern Highlands"
"6186","MANCHESTER SQUARE",2577,114021289,"Southern Highlands"
"6187","BULLIO",2575,114021289,"Southern Highlands"
"6188","BUNDANOON",2578,114021289,"Southern Highlands"
"6189","BANGADILLY",2577,114021289,"Southern Highlands"
"6190","CANYONLEIGH",2577,114021289,"Southern Highlands"
"6191","FAULCONBRIDGE",2776,124011454,"Springwood - Winmalee"
"6192","HAWKESBURY HEIGHTS",2777,124011454,"Springwood - Winmalee"
"6193","SPRINGWOOD",2777,124011454,"Springwood - Winmalee"
"6194","SUN VALLEY",2777,124011454,"Springwood - Winmalee"
"6195","VALLEY HEIGHTS",2777,124011454,"Springwood - Winmalee"
"6196","WOODFORD",2777,124011454,"Springwood - Winmalee"
"6197","WINMALEE",2777,124011454,"Springwood - Winmalee"
"6198","YELLOW ROCK",2777,124011454,"Springwood - Winmalee"
"6199","SAINT CLAIR",2759,124051470,"St Clair"
"6200","ST CLAIR",2759,124051470,"St Clair"
"6201","EROWAL BAY",2540,114011279,"St Georges Basin - Erowal Bay"
"6202","BASIN VIEW",2540,114011279,"St Georges Basin - Erowal Bay"
"6203","OLD EROWAL BAY",2540,114011279,"St Georges Basin - Erowal Bay"
"6204","PALM BEACH",2540,114011279,"St Georges Basin - Erowal Bay"
"6205","PARADISE BEACH",2540,114011279,"St Georges Basin - Erowal Bay"
"6206","SANCTUARY BEACH",2540,114011279,"St Georges Basin - Erowal Bay"
"6207","SANCTUARY POINT",2540,114011279,"St Georges Basin - Erowal Bay"
"6208","SANCTUARY PT",2540,114011279,"St Georges Basin - Erowal Bay"
"6209","ST GEORGES BASIN",2540,114011279,"St Georges Basin - Erowal Bay"
"6210","WORROWING HEIGHTS",2540,114011279,"St Georges Basin - Erowal Bay"
"6211","WRIGHTS BEACH",2540,114011279,"St Georges Basin - Erowal Bay"
"6212","BREAM BEACH",2540,114011279,"St Georges Basin - Erowal Bay"
"6213","SAINT IVES",2075,121031410,"St Ives"
"6214","ST IVES",2075,121031410,"St Ives"
"6215","ST. IVES",2075,121031410,"St Ives"
"6216","ST IVES CHASE",2075,121031410,"St Ives"
"6217","SAINT JOHNS PARK",2176,127021520,"St Johns Park - Wakeley"
"6218","ST JOHNS PARK",2176,127021520,"St Johns Park - Wakeley"
"6219","WAKELEY",2176,127021520,"St Johns Park - Wakeley"
"6220","NAREMBURN",2065,121011401,"St Leonards - Naremburn"
"6221","ST LEONARDS",2065,121011401,"St Leonards - Naremburn"
"6222","N SAINT MARYS",2760,124051581,"St Marys - North St Marys"
"6223","N ST MARYS",2760,124051581,"St Marys - North St Marys"
"6224","NORTH ST MARYS",2760,124051581,"St Marys - North St Marys"
"6225","SAINT MARYS NORTH",2760,124051581,"St Marys - North St Marys"
"6226","NORTH SAINT MARYS",2760,124051581,"St Marys - North St Marys"
"6227","SOUTH ST MARYS",2760,124051581,"St Marys - North St Marys"
"6228","ST MARYS",2760,124051581,"St Marys - North St Marys"
"6229","ST MARYS SOUTH",2760,124051581,"St Marys - North St Marys"
"6230","WILLSONS DOWNFALL",4380,307031188,"Stanthorpe Region"
"6231","FERN BAY",2295,111031232,"Stockton - Fullerton Cove"
"6232","FULLERTON COVE",2318,111031232,"Stockton - Fullerton Cove"
"6233","PORT HUNTER",2295,111031232,"Stockton - Fullerton Cove"
"6234","STOCKTON",2295,111031232,"Stockton - Fullerton Cove"
"6235","STOCKTON BEACH",2295,111031232,"Stockton - Fullerton Cove"
"6236","SOUTH STRATHFIELD",2135,120031575,"Strathfield"
"6237","STRATHFIELD",2135,120031575,"Strathfield"
"6238","STRATHFIELD WEST",2135,120031575,"Strathfield"
"6239","WEST STRATHFIELD",2135,120031575,"Strathfield"
"6240","SOUTH STRATHFIELD",2136,120031576,"Strathfield South"
"6241","STRATHFIELD SOUTH",2136,120031576,"Strathfield South"
"6242","GWANDALAN",2259,102021052,"Summerland Point - Gwandalan"
"6243","POINT WOLSTONCROFT",2259,102021052,"Summerland Point - Gwandalan"
"6244","SUMMERLAND POINT",2259,102021052,"Summerland Point - Gwandalan"
"6245","SUMMERLAND PT",2259,102021052,"Summerland Point - Gwandalan"
"6246","SURRY HILLS",2010,117031336,"Surry Hills"
"6247","TAYLOR SQUARE",2010,117031336,"Surry Hills"
"6248","CUDMIRRAH",2540,114011280,"Sussex Inlet - Berrara"
"6249","BERRARA",2540,114011280,"Sussex Inlet - Berrara"
"6250","SUSSEX INLET",2540,114011280,"Sussex Inlet - Berrara"
"6251","CUDMIRRAH BEACH",2540,114011280,"Sussex Inlet - Berrara"
"6252","SWANHAVEN",2540,114011280,"Sussex Inlet - Berrara"
"6253","GYMEA BAY",2232,128021538,"Sutherland - Kirrawee"
"6254","KIRRAWEE",2232,128021538,"Sutherland - Kirrawee"
"6255","SUTHERLAND",2232,128021538,"Sutherland - Kirrawee"
"6256","GHOSTIES BEACH",2259,111011212,"Swansea - Caves Beach"
"6257","MOONEE",2259,111011212,"Swansea - Caves Beach"
"6258","MOONEE BEACH",2259,111011212,"Swansea - Caves Beach"
"6259","MURRAYS BEACH",2281,111011212,"Swansea - Caves Beach"
"6260","NORDS WHARF",2281,111011212,"Swansea - Caves Beach"
"6261","PINNY BEACH",2281,111011212,"Swansea - Caves Beach"
"6262","CRANGAN BAY",2281,111011212,"Swansea - Caves Beach"
"6263","SWANSEA",2281,111011212,"Swansea - Caves Beach"
"6264","SWANSEA HEADS",2281,111011212,"Swansea - Caves Beach"
"6265","CAMS WHARF",2281,111011212,"Swansea - Caves Beach"
"6266","RAFFERTYS BEACH",2281,111011212,"Swansea - Caves Beach"
"6267","CATHERINE HILL BAY",2281,111011212,"Swansea - Caves Beach"
"6268","MIDDLE CAMP BEACH",2281,111011212,"Swansea - Caves Beach"
"6269","CAVES BEACH",2281,111011212,"Swansea - Caves Beach"
"6270","HAMS BEACH",2281,111011212,"Swansea - Caves Beach"
"6271","ARNCLIFFE",2044,117021328,"Sydenham - Tempe - St Peters"
"6272","SAINT PETERS",2044,117021328,"Sydenham - Tempe - St Peters"
"6273","ST PETERS",2044,117021328,"Sydenham - Tempe - St Peters"
"6274","WOLLI CREEK",2044,117021328,"Sydenham - Tempe - St Peters"
"6275","SYDENHAM",2044,117021328,"Sydenham - Tempe - St Peters"
"6276","TEMPE",2044,117021328,"Sydenham - Tempe - St Peters"
"6277","DAWES POINT",2000,117031337,"Sydney - Haymarket - The Rocks"
"6278","DAWES PT",2000,117031337,"Sydney - Haymarket - The Rocks"
"6279","BROADWAY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6280","CHINATOWN",2000,117031337,"Sydney - Haymarket - The Rocks"
"6281","HAYMARKET",2000,117031337,"Sydney - Haymarket - The Rocks"
"6282","MILLERS POINT",2000,117031337,"Sydney - Haymarket - The Rocks"
"6283","MILLERS PT",2000,117031337,"Sydney - Haymarket - The Rocks"
"6284","WALSH BAY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6285","CIRCULAR QUAY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6286","DARLING HARBOUR",2000,117031337,"Sydney - Haymarket - The Rocks"
"6287","GPO SYDNEY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6288","SYDNEY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6289","SYDNEY UNIVERSITY",2000,117031337,"Sydney - Haymarket - The Rocks"
"6290","THE ROCKS",2000,117031337,"Sydney - Haymarket - The Rocks"
"6291","BARANGAROO",2000,117031337,"Sydney - Haymarket - The Rocks"
"6292","KANGAROO POINT",2224,128011531,"Sylvania - Taren Point"
"6293","KANGAROO PT",2224,128011531,"Sylvania - Taren Point"
"6294","CARLTON",2224,128011531,"Sylvania - Taren Point"
"6295","SYLVANIA",2224,128011531,"Sylvania - Taren Point"
"6296","SYLVANIA SOUTHGATE",2224,128011531,"Sylvania - Taren Point"
"6297","SYLVANIA WATERS",2224,128011531,"Sylvania - Taren Point"
"6298","TAREN POINT",2229,128011531,"Sylvania - Taren Point"
"6299","TAREN PT",2229,128011531,"Sylvania - Taren Point"
"6300","HILLVUE",2340,110041202,"Tamworth - East"
"6301","KINGSWOOD",2340,110041202,"Tamworth - East"
"6302","S TAMWORTH",2340,110041202,"Tamworth - East"
"6303","SOUTH TAMWORTH",2340,110041202,"Tamworth - East"
"6304","TAMWORTH SOUTH",2340,110041202,"Tamworth - East"
"6305","CALALA",2340,110041202,"Tamworth - East"
"6306","E TAMWORTH",2340,110041203,"Tamworth - North"
"6307","EAST TAMWORTH",2340,110041203,"Tamworth - North"
"6308","TAMWORTH EAST",2340,110041203,"Tamworth - North"
"6309","NEMINGHA",2340,110041203,"Tamworth - North"
"6310","N TAMWORTH",2340,110041203,"Tamworth - North"
"6311","NORTH TAMWORTH",2340,110041203,"Tamworth - North"
"6312","TAMWORTH NORTH",2340,110041203,"Tamworth - North"
"6313","OXLEY VALE",2340,110041203,"Tamworth - North"
"6314","TAMWORTH",2340,110041203,"Tamworth - North"
"6315","TAMINDA",2340,110041204,"Tamworth - West"
"6316","TAMWORTH WEST",2340,110041204,"Tamworth - West"
"6317","W TAMWORTH",2340,110041204,"Tamworth - West"
"6318","WEST TAMWORTH",2340,110041204,"Tamworth - West"
"6319","WESTDALE",2340,110041204,"Tamworth - West"
"6320","ATTUNGA",2345,110041205,"Tamworth Region"
"6321","CRAWNEY",2338,110041205,"Tamworth Region"
"6322","DARUKA",2340,110041205,"Tamworth Region"
"6323","DUNCANS CREEK",2340,110041205,"Tamworth Region"
"6324","DUNGOWAN",2340,110041205,"Tamworth Region"
"6325","DURI",2344,110041205,"Tamworth Region"
"6326","GAROO",2340,110041205,"Tamworth Region"
"6327","GARTHOWEN",2345,110041205,"Tamworth Region"
"6328","GARTHOWEN VIA BATHURST",2345,110041205,"Tamworth Region"
"6329","GIDLEY",2340,110041205,"Tamworth Region"
"6330","GOONOO GOONOO",2340,110041205,"Tamworth Region"
"6331","DURI",2340,110041205,"Tamworth Region"
"6332","GOWRIE",2340,110041205,"Tamworth Region"
"6333","BANOON",2347,110041205,"Tamworth Region"
"6334","DUNMORE",2346,110041205,"Tamworth Region"
"6335","HALLS CREEK",2346,110041205,"Tamworth Region"
"6336","HALLSVILLE",2340,110041205,"Tamworth Region"
"6337","HANGING ROCK",2340,110041205,"Tamworth Region"
"6338","IRONBARK",2347,110041205,"Tamworth Region"
"6339","BARRABA",2347,110041205,"Tamworth Region"
"6340","HORTON VALLEY",2347,110041205,"Tamworth Region"
"6341","BARRY",2340,110041205,"Tamworth Region"
"6342","KLORI",2346,110041205,"Tamworth Region"
"6343","KOOTINGAL",2352,110041205,"Tamworth Region"
"6344","TAMWORTH",2352,110041205,"Tamworth Region"
"6345","LIMBRI",2352,110041205,"Tamworth Region"
"6346","LAGOON",2347,110041205,"Tamworth Region"
"6347","LINDESAY",2347,110041205,"Tamworth Region"
"6348","LONGARM",2347,110041205,"Tamworth Region"
"6349","LOOMBERAH",2340,110041205,"Tamworth Region"
"6350","BECTIVE",2340,110041205,"Tamworth Region"
"6351","MANILLA",2346,110041205,"Tamworth Region"
"6352","MAYVALE",2347,110041205,"Tamworth Region"
"6353","LAHEYS CREEK",2353,110041205,"Tamworth Region"
"6354","MOONBI",2353,110041205,"Tamworth Region"
"6355","UPPER MOORE CREEK",2353,110041205,"Tamworth Region"
"6356","MOORE CREEK",2340,110041205,"Tamworth Region"
"6357","MULLA CREEK",2352,110041205,"Tamworth Region"
"6358","BENDEMEER",2355,110041205,"Tamworth Region"
"6359","COCKBURN",2355,110041205,"Tamworth Region"
"6360","NAMOI RIVER",2346,110041205,"Tamworth Region"
"6361","NEW MEXICO",2346,110041205,"Tamworth Region"
"6362","NUNDLE",2340,110041205,"Tamworth Region"
"6363","OGUNBIL",2340,110041205,"Tamworth Region"
"6364","PIALLAMORE",2340,110041205,"Tamworth Region"
"6365","GLENBARRA",2355,110041205,"Tamworth Region"
"6366","RETREAT",2355,110041205,"Tamworth Region"
"6367","BALDWIN",2346,110041205,"Tamworth Region"
"6368","CARROLL GAP",2346,110041205,"Tamworth Region"
"6369","RUSHES CREEK",2346,110041205,"Tamworth Region"
"6370","CARROLL GAP",2340,110041205,"Tamworth Region"
"6371","SOMERTON",2340,110041205,"Tamworth Region"
"6372","SOMERTON PARK",2340,110041205,"Tamworth Region"
"6373","BITHRAMERE",2340,110041205,"Tamworth Region"
"6374","THIRLDENE",2347,110041205,"Tamworth Region"
"6375","THIRLOENE",2347,110041205,"Tamworth Region"
"6376","TIMBUMBURI",2340,110041205,"Tamworth Region"
"6377","TINTINHULL",2352,110041205,"Tamworth Region"
"6378","MANILLA UPPER",2346,110041205,"Tamworth Region"
"6379","UPPER MANILLA",2346,110041205,"Tamworth Region"
"6380","WALLAMORE",2340,110041205,"Tamworth Region"
"6381","WARRABAH",2346,110041205,"Tamworth Region"
"6382","WARRAL",2340,110041205,"Tamworth Region"
"6383","WATSONS CREEK",2355,110041205,"Tamworth Region"
"6384","WATSON''S CREEK",2355,110041205,"Tamworth Region"
"6385","WEABONGA",2340,110041205,"Tamworth Region"
"6386","WIMBORNE",2346,110041205,"Tamworth Region"
"6387","TAMWORTH",2344,110041205,"Tamworth Region"
"6388","WINTON",2344,110041205,"Tamworth Region"
"6389","WONGO CREEK",2346,110041205,"Tamworth Region"
"6390","WOODSREEF",2347,110041205,"Tamworth Region"
"6391","WOOLOMIN",2340,110041205,"Tamworth Region"
"6392","RED HILL",2347,110041205,"Tamworth Region"
"6393","BORAH CREEK",2346,110041205,"Tamworth Region"
"6394","BOWLING ALLEY POINT",2340,110041205,"Tamworth Region"
"6395","BOWLING ALLEY PT",2340,110041205,"Tamworth Region"
"6396","APPLEBY",2340,110041205,"Tamworth Region"
"6397","CUNDLETOWN",2430,108051169,"Taree"
"6398","DUMARESQ IS",2430,108051169,"Taree"
"6399","DUMARESQ ISLAND",2430,108051169,"Taree"
"6400","GLENTHORNE",2430,108051169,"Taree"
"6401","PAMPOOLAH",2430,108051169,"Taree"
"6402","PURFLEET",2430,108051169,"Taree"
"6403","CHATHAM",2430,108051169,"Taree"
"6404","KOLODONG",2430,108051169,"Taree"
"6405","TAREE",2430,108051169,"Taree"
"6406","TAREE DC",2430,108051169,"Taree"
"6407","TAREE WEST",2430,108051169,"Taree"
"6408","SOUTH TAREE",2430,108051169,"Taree"
"6409","TAREE SOUTH",2430,108051169,"Taree"
"6410","TINONEE",2430,108051169,"Taree"
"6411","COOPERNOOK",2426,108051170,"Taree Region"
"6412","COOPLACURRIPA",2424,108051170,"Taree Region"
"6413","CORALVILLE",2443,108051170,"Taree Region"
"6414","CROKI",2430,108051170,"Taree Region"
"6415","CROWDY HEAD",2427,108051170,"Taree Region"
"6416","CUNDLE FLAT",2424,108051170,"Taree Region"
"6417","DINGO FOREST",2429,108051170,"Taree Region"
"6418","DOLLYS FLAT",2429,108051170,"Taree Region"
"6419","DYERS CROSSING",2429,108051170,"Taree Region"
"6420","BULGONG",2429,108051170,"Taree Region"
"6421","ELANDS",2429,108051170,"Taree Region"
"6422","KINGS HEAD",2429,108051170,"Taree Region"
"6423","FIREFLY",2429,108051170,"Taree Region"
"6424","KARKATT",2429,108051170,"Taree Region"
"6425","GHINNI GHINNI",2430,108051170,"Taree Region"
"6426","HANNAM VALE",2443,108051170,"Taree Region"
"6427","HARRINGTON",2427,108051170,"Taree Region"
"6428","HILLVILLE",2430,108051170,"Taree Region"
"6429","JOHNS RIVER",2443,108051170,"Taree Region"
"6430","JONES IS",2430,108051170,"Taree Region"
"6431","JONES ISLAND",2430,108051170,"Taree Region"
"6432","KARAAK FLAT",2429,108051170,"Taree Region"
"6433","KHATAMBUHL",2429,108051170,"Taree Region"
"6434","KILLABAKH",2429,108051170,"Taree Region"
"6435","KILLAWARRA",2429,108051170,"Taree Region"
"6436","KIMBRIKI",2429,108051170,"Taree Region"
"6437","KIPPAXS",2429,108051170,"Taree Region"
"6438","KIWARRAK",2430,108051170,"Taree Region"
"6439","KNORRIT FLAT",2424,108051170,"Taree Region"
"6440","KNORRIT FOREST",2424,108051170,"Taree Region"
"6441","KRAMBACH",2429,108051170,"Taree Region"
"6442","KUNDIBAKH",2429,108051170,"Taree Region"
"6443","CUNDLE",2430,108051170,"Taree Region"
"6444","KUNDLE KUNDLE",2430,108051170,"Taree Region"
"6445","LANGLEY VALE",2426,108051170,"Taree Region"
"6446","LANSDOWNE",2430,108051170,"Taree Region"
"6447","LANSDOWNE FOREST",2430,108051170,"Taree Region"
"6448","MARLEE",2429,108051170,"Taree Region"
"6449","BELBORA",2422,108051170,"Taree Region"
"6450","BELBORA CREEK",2422,108051170,"Taree Region"
"6451","MELINGA",2430,108051170,"Taree Region"
"6452","MONDROOK",2430,108051170,"Taree Region"
"6453","MOORAL CREEK",2429,108051170,"Taree Region"
"6454","MOORLAND",2443,108051170,"Taree Region"
"6455","MOTO",2426,108051170,"Taree Region"
"6456","CHARITY CREEK",2424,108051170,"Taree Region"
"6457","MOUNT GEORGE",2424,108051170,"Taree Region"
"6458","MT GEORGE",2424,108051170,"Taree Region"
"6459","WOODSIDE",2424,108051170,"Taree Region"
"6460","NUMBER ONE",2424,108051170,"Taree Region"
"6461","ROCKS CROSSING",2424,108051170,"Taree Region"
"6462","BO BO CREEK",2430,108051170,"Taree Region"
"6463","POSSUM BRUSH",2430,108051170,"Taree Region"
"6464","STEWARTS RIVER",2443,108051170,"Taree Region"
"6465","STRATHCEDAR",2429,108051170,"Taree Region"
"6466","THE BIGHT",2429,108051170,"Taree Region"
"6467","TIPPERARY",2429,108051170,"Taree Region"
"6468","CENTRAL LANSDOWNE",2430,108051170,"Taree Region"
"6469","LANSDOWNE UPPER",2430,108051170,"Taree Region"
"6470","UPPER LANSDOWNE",2430,108051170,"Taree Region"
"6471","WAITUI",2443,108051170,"Taree Region"
"6472","WANG WAUK",2423,108051170,"Taree Region"
"6473","APPLE TREE FLAT",2429,108051170,"Taree Region"
"6474","WHERROL FLAT",2429,108051170,"Taree Region"
"6475","BOBIN",2429,108051170,"Taree Region"
"6476","YARRATT FOREST",2429,108051170,"Taree Region"
"6477","BOOTAWA",2430,108051170,"Taree Region"
"6478","BOOTOOWAA",2430,108051170,"Taree Region"
"6479","CROWDY BAY",2443,108051170,"Taree Region"
"6480","BRIMBIN",2430,108051170,"Taree Region"
"6481","BUCCA WAUKA",2429,108051170,"Taree Region"
"6482","WALLANBAH",2429,108051170,"Taree Region"
"6483","BULGA FOREST",2429,108051170,"Taree Region"
"6484","BURRELL CREEK",2429,108051170,"Taree Region"
"6485","CAFFREYS FLAT",2424,108051170,"Taree Region"
"6486","CAPARRA",2429,108051170,"Taree Region"
"6487","CEDAR PARTY",2429,108051170,"Taree Region"
"6488","CELLS RIVER",2424,108051170,"Taree Region"
"6489","TERRABENELLA",2424,108051170,"Taree Region"
"6490","BENNETTS BEACH",2324,106031124,"Tea Gardens - Hawks Nest"
"6491","HAWKS NEST",2324,106031124,"Tea Gardens - Hawks Nest"
"6492","JIMMYS BEACH",2324,106031124,"Tea Gardens - Hawks Nest"
"6493","ARM COVE NORTH",2324,106031124,"Tea Gardens - Hawks Nest"
"6494","N ARM COVE",2324,106031124,"Tea Gardens - Hawks Nest"
"6495","NORTH ARM COVE",2324,106031124,"Tea Gardens - Hawks Nest"
"6496","PINDIMAR",2324,106031124,"Tea Gardens - Hawks Nest"
"6497","PINDIMAR NORTH",2324,106031124,"Tea Gardens - Hawks Nest"
"6498","PINDIMAR SOUTH",2324,106031124,"Tea Gardens - Hawks Nest"
"6499","TAHLEE",2324,106031124,"Tea Gardens - Hawks Nest"
"6500","TEA GARDENS",2324,106031124,"Tea Gardens - Hawks Nest"
"6501","BUNDABAH",2324,106031124,"Tea Gardens - Hawks Nest"
"6502","CARRINGTON",2324,106031124,"Tea Gardens - Hawks Nest"
"6503","COMBANING",2666,113031266,"Temora"
"6504","COMBANING SOUTH",2666,113031266,"Temora"
"6505","GIDGINBUNG",2666,113031266,"Temora"
"6506","THE PINES",2666,113031266,"Temora"
"6507","GROGAN",2666,113031266,"Temora"
"6508","OAKBANK",2666,113031266,"Temora"
"6509","PINE RIDGE",2666,113031266,"Temora"
"6510","BECKOM",2665,113031266,"Temora"
"6511","YITHAN",2665,113031266,"Temora"
"6512","BECTRIC",2665,113031266,"Temora"
"6513","AVALON",2666,113031266,"Temora"
"6514","HILLCREST",2666,113031266,"Temora"
"6515","MIMOSA",2666,113031266,"Temora"
"6516","KIA ORA",2666,113031266,"Temora"
"6517","MORANGARELL",2666,113031266,"Temora"
"6518","OAKLEIGH",2666,113031266,"Temora"
"6519","NARRABURRA",2666,113031266,"Temora"
"6520","PUCAWAN",2666,113031266,"Temora"
"6521","ONE TREE",2665,113031266,"Temora"
"6522","PUCAWAN",2665,113031266,"Temora"
"6523","QUANDARY",2665,113031266,"Temora"
"6524","WAVE HILL",2665,113031266,"Temora"
"6525","MANDAMAH",2666,113031266,"Temora"
"6526","REEFTON",2666,113031266,"Temora"
"6527","SEBASTOPOL",2666,113031266,"Temora"
"6528","SPRINGDALE",2666,113031266,"Temora"
"6529","TARA",2665,113031266,"Temora"
"6530","TEMORA",2666,113031266,"Temora"
"6531","TRUNGLEY HALL",2666,113031266,"Temora"
"6532","WALLEROOBIE",2665,113031266,"Temora"
"6533","YARRANJERRY",2665,113031266,"Temora"
"6534","ARDLETHAN",2665,113031266,"Temora"
"6535","BALD HILL",2665,113031266,"Temora"
"6536","ARIAH PARK",2665,113031266,"Temora"
"6537","GLENORA",2665,113031266,"Temora"
"6538","CULLENDORE",2372,110021194,"Tenterfield"
"6539","DRAKE",2469,110021194,"Tenterfield"
"6540","DRAKE VILLAGE",2469,110021194,"Tenterfield"
"6541","FOREST LAND",2372,110021194,"Tenterfield"
"6542","HOMESTEAD",4383,110021194,"Tenterfield"
"6543","JENNINGS",4383,110021194,"Tenterfield"
"6544","BALD KNOB",2476,110021194,"Tenterfield"
"6545","CENTRAL KOREELAH",2476,110021194,"Tenterfield"
"6546","DALMAN",2476,110021194,"Tenterfield"
"6547","HEWETSONS MILL",2476,110021194,"Tenterfield"
"6548","KOREELAH",2476,110021194,"Tenterfield"
"6549","OLD KOREELAH",2476,110021194,"Tenterfield"
"6550","ACACIA PLATEAU",2476,110021194,"Tenterfield"
"6551","LEGUME",2476,110021194,"Tenterfield"
"6552","NEW KOREELAH",2476,110021194,"Tenterfield"
"6553","LISTON",2372,110021194,"Tenterfield"
"6554","WILSONS DOWNFALL",2372,110021194,"Tenterfield"
"6555","MARYLAND",4377,110021194,"Tenterfield"
"6556","MOLE RIVER",2372,110021194,"Tenterfield"
"6557","RIVERTREE",2372,110021194,"Tenterfield"
"6558","ROCKY RIVER",2372,110021194,"Tenterfield"
"6559","SANDY FLAT",2372,110021194,"Tenterfield"
"6560","THE SWAMP",2372,110021194,"Tenterfield"
"6561","SANDY HILL",2372,110021194,"Tenterfield"
