"","NAME","State","Postcode","Cardiac.ARIA"
"2687","ATHLONE","NSW","2828","6B"
"2688","AVONSIDE","NSW","2628","6A"
"2689","AWABA","NSW","2283","1A"
"2690","AYLMERTON","NSW","2575","3A"
"2691","BAAN BAA","NSW","2390","5A"
"2692","BABINDA","NSW","2825","6E"
"2693","BABYL CREEK","NSW","2470","6A"
"2694","BACK CREEK","NSW","2372","6B"
"2695","BACK CREEK","NSW","2390","6A"
"2696","BACK CREEK","NSW","2422","5A"
"2697","BACK CREEK","NSW","2484","6A"
"2698","BACK CREEK","NSW","2622","5B"
"2699","BACK CREEK","NSW","2671","6B"
"2700","BACK FOREST","NSW","2535","3A"
"2701","BACKMEDE","NSW","2470","4A"
"2702","BACKWATER","NSW","2365","6A"
"2703","BADGERYS CREEK","NSW","2555","1A"
"2704","BADJA","NSW","2630","6A"
"2705","BAERAMI","NSW","2333","6B"
"2706","BAERAMI CREEK","NSW","2333","6B"
"2707","BAGNOO","NSW","2446","5A"
"2708","BAGO","NSW","2446","2A"
"2709","BAGOTVILLE","NSW","2477","2A"
"2710","BALLADORAN","NSW","2831","5A"
"2711","BALLALABA","NSW","2622","6A"
"2712","BALLDALE","NSW","2646","6A"
"2713","BALLENGARRA","NSW","2441","5A"
"2714","BALLIMORE","NSW","2830","6A"
"2715","BALLINA","NSW","2478","2A"
"2716","BALLYROE","NSW","2795","6B"
"2717","BALMAIN","NSW","2041","1A"
"2718","BALMAIN EAST","NSW","2041","1A"
"2719","BALMORAL","NSW","2088","1A"
"2720","BALMORAL","NSW","2283","1A"
"2721","BALMORAL","NSW","2571","6A"
"2722","BALMORAL","NSW","2648","8E"
"2723","BALRANALD","NSW","2715","5C"
"2724","BAMARANG","NSW","2540","3A"
"2725","BAR BEACH","NSW","2300","1A"
"2726","BAR POINT","NSW","2083","1A"
"2727","BARA","NSW","2850","6A"
"2728","BARADINE","NSW","2396","5B"
"2729","BARANGAROO","NSW","2000","1A"
"2730","BARCOONGERE","NSW","2460","6A"
"2731","BARDEN RIDGE","NSW","2234","1A"
"2732","BARDWELL PARK","NSW","2207","1A"
"2733","BARDWELL VALLEY","NSW","2207","1A"
"2734","BARELLAN","NSW","2665","6A"
"2735","BARGO","NSW","2574","6A"
"2736","BARHAM","NSW","2732","5A"
"2737","BARIGAL","NSW","2830","6A"
"2738","BARIGAN","NSW","2850","6A"
"2739","BARKERS VALE","NSW","2474","5A"
"2740","BARMEDMAN","NSW","2668","6B"
"2741","BARWON","NSW","2396","5B"
"2742","BARYULGIL","NSW","2460","6A"
"2743","BASIN PLAIN","NSW","2380","6A"
"2744","BASIN VIEW","NSW","2540","3A"
"2745","BASS HILL","NSW","2197","1A"
"2746","BASS POINT","NSW","2529","4A"
"2747","BASSENDEAN","NSW","2365","6A"
"2748","BATAR CREEK","NSW","2439","5A"
"2749","BATEAU BAY","NSW","2261","1A"
"2750","BATEHAVEN","NSW","2536","4A"
"2751","BATEMANS BAY","NSW","2536","4A"
"2752","BATHAMPTON","NSW","2795","3A"
"2753","BATHURST","NSW","2795","3A"
"2754","BATLOW","NSW","2730","5A"
"2755","BAULKHAM HILLS","NSW","2153","1A"
"2756","BAULKHAM HILLS WEST","NSW","2153","1A"
"2757","BAW BAW","NSW","2580","3A"
"2758","BAWLEY POINT","NSW","2539","6A"
"2759","BAXTERS RIDGE","NSW","2422","6A"
"2760","BEECHWOOD","NSW","2446","2A"
"2761","BEECROFT","NSW","2119","1A"
"2762","BEECROFT PENINSULA","NSW","2540","6A"
"2763","BEELBANGERA","NSW","2680","4A"
"2764","BEEMUNNEL","NSW","2824","5B"
"2765","BEGA","NSW","2550","4A"
"2766","BEILPAJAH","NSW","2878","6D"
"2767","BELANGLO","NSW","2577","3A"
"2768","BELBORA","NSW","2422","6A"
"2769","BELFIELD","NSW","2191","1A"
"2770","BELFORD","NSW","2335","4A"
"2771","BELFRAYDEN","NSW","2650","6A"
"2772","BELGRAVIA","NSW","2800","1A"
"2773","BELGRAVIA","NSW","2830","2A"
"2774","BELIMBLA PARK","NSW","2570","4A"
"2775","BELVEDERE","NSW","2840","6C"
"2776","BEMBOKA","NSW","2550","6A"
"2777","BEN BUCKLEY","NSW","2850","6A"
"2778","BEN BULLEN","NSW","2790","6A"
"2779","BEN LOMOND","NSW","2365","5A"
"2780","BEN VENUE","NSW","2350","4A"
"2781","BENANDARAH","NSW","2536","4A"
"2782","BENCUBBIN","NSW","2830","2A"
"2783","BENDALONG","NSW","2539","4A"
"2784","BENDEELA","NSW","2577","3A"
"2785","BENDEMEER","NSW","2355","6A"
"2786","BENDICK MURRELL","NSW","2803","6A"
"2787","BENDOLBA","NSW","2420","5A"
"2788","BENDOURA","NSW","2622","5A"
"2789","BENEREE","NSW","2798","1A"
"2790","BENEREMBAH","NSW","2680","6A"
"2791","BENGALLA","NSW","2333","4A"
"2792","BENI","NSW","2830","2A"
"2793","BENNETTS GREEN","NSW","2290","1A"
"2794","BENOLONG","NSW","2831","6A"
"2795","BENSVILLE","NSW","2251","1A"
"2796","BENTLEY","NSW","2480","2A"
"2797","BETHUNGRA","NSW","2590","6A"
"2798","BEULAH","NSW","2840","6E"
"2799","BEVENDALE","NSW","2581","6A"
"2800","BEVERLEY PARK","NSW","2217","1A"
"2801","BEVERLY HILLS","NSW","2209","1A"
"2802","BEWONG","NSW","2540","3A"
"2803","BEXHILL","NSW","2480","2A"
"2804","BEXLEY","NSW","2207","1A"
"2805","BEXLEY NORTH","NSW","2207","1A"
"2806","BIALA","NSW","2581","6A"
"2807","BIBBENLUKE","NSW","2632","5A"
"2808","BICKLEY VALE","NSW","2570","1A"
"2809","BIDDON","NSW","2827","5B"
"2810","BIDGEEMIA","NSW","2642","6B"
"2811","BIDWILL","NSW","2770","1A"
"2812","BIELSDOWN HILLS","NSW","2453","5A"
"2813","BINGIE","NSW","2537","4A"
"2814","BINGLEBURRA","NSW","2311","5A"
"2815","BINIGUY","NSW","2399","6A"
"2816","BINJURA","NSW","2630","4A"
"2817","BINNA BURRA","NSW","2479","2A"
"2818","BINNAWAY","NSW","2395","6B"
"2819","BINYA","NSW","2665","6A"
"2820","BIRAGANBIL","NSW","2852","5A"
"2821","BIRCHGROVE","NSW","2041","1A"
"2822","BIRDWOOD","NSW","2446","6A"
"2823","BIRGANBIGIL","NSW","2710","6A"
"2824","BIRKENHEAD POINT","NSW","2047","1A"
"2825","BIRMINGHAM GARDENS","NSW","2287","1A"
"2826","BIRREGO","NSW","2652","6B"
"2827","BIRRIWA","NSW","2844","5A"
"2828","BIRRONG","NSW","2143","1A"
"2829","BISHOPS BRIDGE","NSW","2326","3A"
"2830","BITHRAMERE","NSW","2340","2A"
"2831","BLACK CAMP","NSW","2321","5A"
"2832","BLACK CREEK","NSW","2439","5A"
"2833","BLACK CREEK","NSW","2729","5A"
"2834","BLAIRMOUNT","NSW","2559","1A"
"2835","BLAKEBROOK","NSW","2480","2A"
"2836","BLAKEHURST","NSW","2221","1A"
"2837","BLAKNEY","NSW","2581","6A"
"2838","BLAKNEY CREEK","NSW","2581","6A"
"2839","BLAND","NSW","2721","6B"
"2840","BLANDFORD","NSW","2338","5B"
"2841","BLAXCELL","NSW","2142","1A"
"2842","BLAXLAND","NSW","2774","1A"
"2843","BLAXLANDS CREEK","NSW","2460","6A"
"2844","BLAXLANDS RIDGE","NSW","2758","4A"
"2845","BLAYNEY","NSW","2799","1A"
"2846","BLETCHINGTON","NSW","2800","1A"
"2847","BLIGH PARK","NSW","2756","1A"
"2848","BLIGHTY","NSW","2713","5A"
"2849","BLOOMFIELD","NSW","2582","5A"
"2850","BLOOMFIELD","NSW","2800","1A"
"2851","BLOWERING","NSW","2720","6A"
"2852","BLUE BAY","NSW","2261","1A"
"2853","BLUE HAVEN","NSW","2262","1A"
"2854","BLUE HILLS","NSW","2835","6E"
"2855","BLUE KNOB","NSW","2480","5A"
"2856","BLUE LABYRINTH","NSW","2787","6A"
"2857","BLUE MOUNTAINS NP","NSW","2787","4A"
"2858","BLUE NOBBY","NSW","2410","6B"
"2859","BLUE VALE","NSW","2380","5A"
"2860","BLUEYS BEACH","NSW","2428","6A"
"2861","BOLARO","NSW","2629","6A"
"2862","BOLIVIA","NSW","2372","6A"
"2863","BOLONG","NSW","2540","3A"
"2864","BOLTON POINT","NSW","2283","1A"
"2865","BOLWARRA","NSW","2320","1A"
"2866","BOLWARRA HEIGHTS","NSW","2320","3A"
"2867","BOM BOM","NSW","2460","3A"
"2868","BOMADERRY","NSW","2541","3A"
"2869","BOMBAH POINT","NSW","2423","5A"
"2870","BOMBALA","NSW","2632","5B"
"2871","BOMBAY","NSW","2622","5A"
"2872","BOMBIRA","NSW","2850","4A"
"2873","BOMBO","NSW","2533","4A"
"2874","BOMBOWLEE","NSW","2720","5A"
"2875","BOMBOWLEE CREEK","NSW","2720","5A"
"2876","BOMEN","NSW","2650","1A"
"2877","BOMERA","NSW","2357","6B"
"2878","BONA VISTA","NSW","2350","4A"
"2879","BONALBO","NSW","2469","5B"
"2880","BONDI","NSW","2026","1A"
"2881","BONDI BEACH","NSW","2026","1A"
"2882","BONDI FOREST","NSW","2632","6B"
"2883","BONDI JUNCTION","NSW","2022","1A"
"2884","BONGALONG","NSW","2722","6A"
"2885","BONNELLS BAY","NSW","2264","2A"
"2886","BONNET BAY","NSW","2226","1A"
"2887","BOOMANOOMANA","NSW","2712","6A"
"2888","BOOMERANG BEACH","NSW","2428","6A"
"2889","BOOMEY","NSW","2866","5A"
"2890","BOOMI","NSW","2405","6C"
"2891","BOOMI CREEK","NSW","2476","5B"
"2892","BOONA MOUNT","NSW","2877","6B"
"2893","BOONAL","NSW","2409","6B"
"2894","BOONOO BOONOO","NSW","2372","6B"
"2895","BOORA FLAT","NSW","2508","1A"
"2896","BOORABEE PARK","NSW","2480","2A"
"2897","BOORAGUL","NSW","2284","1A"
"2898","BOORAL","NSW","2425","5A"
"2899","BOORGA","NSW","2652","6A"
"2900","BOORGANNA","NSW","2429","6A"
"2901","BOOROLONG","NSW","2350","6A"
"2902","BOOROOK","NSW","2372","6B"
"2903","BOOROOMA","NSW","2650","1A"
"2904","BOOROORBAN","NSW","2710","6A"
"2905","BOOROWA","NSW","2586","5A"
"2906","BOURBAH","NSW","2828","6B"
"2907","BOURKE","NSW","2840","5C"
"2908","BOURKELANDS","NSW","2650","1A"
"2909","BOURNDA","NSW","2550","4A"
"2910","BOURNEWOOD","NSW","2868","5A"
"2911","BOW","NSW","2329","5B"
"2912","BOW BOWING","NSW","2566","1A"
"2913","BOWAN PARK","NSW","2864","5A"
"2914","BOWEN","NSW","2800","1A"
"2915","BOWEN MOUNTAIN","NSW","2753","1A"
"2916","BOWENFELS","NSW","2790","4A"
"2917","BOWLING ALLEY POINT","NSW","2340","6A"
"2918","BOWMAN","NSW","2422","5A"
"2919","BOWMAN FARM","NSW","2422","5A"
"2920","BOWMANS CREEK","NSW","2330","6A"
"2921","BOWNA","NSW","2644","6A"
"2922","BOWNING","NSW","2582","5A"
"2923","BOWRAL","NSW","2576","3A"
"2924","BOWRAVILLE","NSW","2449","4A"
"2925","BOX HEAD","NSW","2257","1A"
"2926","BOX HILL","NSW","2765","1A"
"2927","BOX RIDGE","NSW","2357","6B"
"2928","BOXERS CREEK","NSW","2580","3A"
"2929","BOYDTOWN","NSW","2551","4A"
"2930","BRAY PARK","NSW","2484","2A"
"2931","BRAYS CREEK","NSW","2484","6A"
"2932","BRAYTON","NSW","2579","6A"
"2933","BREADALBANE","NSW","2581","6A"
"2934","BREAKFAST CREEK","NSW","2849","5A"
"2935","BREAKFAST POINT","NSW","2137","1A"
"2936","BREAM BEACH","NSW","2540","3A"
"2937","BREDBO","NSW","2626","6A"
"2938","BREELONG","NSW","2827","5A"
"2939","BREEZA","NSW","2381","6A"
"2940","BRENDA","NSW","2831","5D"
"2941","BRETTI","NSW","2422","6A"
"2942","BREWARRINA","NSW","2839","5D"
"2943","BREWONGLE","NSW","2795","3A"
"2944","BRIARBROOK","NSW","2365","6A"
"2945","BRIBBAREE","NSW","2594","6A"
"2946","BRIDGMAN","NSW","2330","4A"
"2947","BRIERFIELD","NSW","2454","1A"
"2948","BRIGALOW","NSW","2832","6C"
"2949","BRIGGSVALE","NSW","2453","5A"
"2950","BRODIES PLAINS","NSW","2360","4A"
"2951","BROGANS CREEK","NSW","2848","6A"
"2952","BROGERS CREEK","NSW","2535","5A"
"2953","BROGO","NSW","2550","4A"
"2954","BROKE","NSW","2330","6A"
"2955","BROKEN HEAD","NSW","2481","4A"
"2956","BROKEN HILL","NSW","2880","4A"
"2957","BROMBIN","NSW","2446","2A"
"2958","BRONTE","NSW","2024","1A"
"2959","BROOKDALE","NSW","2656","6A"
"2960","BROOKFIELD","NSW","2420","5A"
"2961","BROOKLANA","NSW","2450","1A"
"2962","BROOKLANA SIDING","NSW","2453","1A"
"2963","BROOKLET","NSW","2479","2A"
"2964","BROOKLYN","NSW","2083","1A"
"2965","BROOKONG","NSW","2656","5B"
"2966","BROOKS POINT","NSW","2571","1A"
"2967","BROOKVALE","NSW","2100","1A"
"2968","BROOMAN","NSW","2538","6A"
"2969","BROOMS HEAD","NSW","2463","4A"
"2970","BROUGHAMS GATE","NSW","2880","8E"
"2971","BROUGHTON","NSW","2535","3A"
"2972","BROUGHTON VALE","NSW","2535","5A"
"2973","BROUGHTON VILLAGE","NSW","2535","3A"
"2974","BROULEE","NSW","2537","4A"
"2975","BUCKAJO","NSW","2550","4A"
"2976","BUCKAROO","NSW","2850","4A"
"2977","BUCKENBOWRA","NSW","2536","6A"
"2978","BUCKENDERRA","NSW","2630","6A"
"2979","BUCKENDOON","NSW","2472","2A"
"2980","BUCKETTY","NSW","2250","6A"
"2981","BUCKRA BENDINNI","NSW","2449","6A"
"2982","BUDAWANG","NSW","2622","6B"
"2983","BUDDABADAH","NSW","2825","6C"
"2984","BUDDABADDAH","NSW","2825","6C"
"2985","BUDDEN","NSW","2849","6A"
"2986","BUDDEROO","NSW","2535","5A"
"2987","BUDDIGOWER","NSW","2669","6B"
"2988","BUDDONG","NSW","2720","5A"
"2989","BUDGEE BUDGEE","NSW","2850","4A"
"2990","BUDGEWOI","NSW","2262","2A"
"2991","BUDGEWOI PENINSULA","NSW","2262","2A"
"2992","BUDGONG","NSW","2577","3A"
"2993","BUENA VISTA","NSW","2832","6C"
"2994","BUFF POINT","NSW","2262","1A"
"2995","BUFFER CREEK","NSW","2454","1A"
"2996","BUGALDIE","NSW","2357","5B"
"2997","BUKALONG","NSW","2632","5A"
"2998","BUKKULLA","NSW","2360","6A"
"2999","BULAHDELAH","NSW","2423","5A"
"3000","BULBY BRUSH","NSW","2429","6A"
"3001","BULEE","NSW","2622","6A"
"3002","BULGA","NSW","2330","4A"
"3003","BULGA FOREST","NSW","2429","6A"
"3004","BULGANDRA","NSW","2642","6A"
"3005","BULGANDRY","NSW","2642","6A"
"3006","BUNDABAH","NSW","2324","5A"
"3007","BUNDABURRAH","NSW","2871","4A"
"3008","BUNDAGEN","NSW","2454","1A"
"3009","BUNDALLA","NSW","2866","6A"
"3010","BUNDANOON","NSW","2578","6A"
"3011","BUNDARBO","NSW","2727","6A"
"3012","BUNDARRA","NSW","2359","6A"
"3013","BUNDEENA","NSW","2230","6A"
"3014","BUNDELLA","NSW","2343","6B"
"3015","BUNDEMAR","NSW","2823","6A"
"3016","BUNDEWALLAH","NSW","2535","3A"
"3017","BUNDGEAM","NSW","2474","6A"
"3018","BUNDJALUNG","NSW","2473","5A"
"3019","BUNDOOK","NSW","2422","5A"
"3020","BUNDURE","NSW","2700","6B"
"3021","BUNGABA","NSW","2852","6A"
"3022","BUNGABBEE","NSW","2480","2A"
"3023","BUNGALORA","NSW","2486","2A"
"3024","BUNGARBY","NSW","2630","6A"
"3025","BUNGAWALBIN","NSW","2469","5A"
"3026","BUNGENDORE","NSW","2621","6A"
"3027","BURNT BRIDGE","NSW","2440","4A"
"3028","BURNT YARDS","NSW","2792","6A"
"3029","BURONGA","NSW","2739","3A"
"3030","BURRA","NSW","2620","6A"
"3031","BURRA","NSW","2653","5A"
"3032","BURRA CREEK","NSW","2722","6A"
"3033","BURRABADINE","NSW","2830","2A"
"3034","BURRABOI","NSW","2732","6A"
"3035","BURRADOO","NSW","2576","3A"
"3036","BURRAGA","NSW","2795","6A"
"3037","BURRAGATE","NSW","2550","6A"
"3038","BURRANDANA","NSW","2650","6A"
"3039","BURRANEER","NSW","2230","1A"
"3040","BURRANGONG","NSW","2594","5A"
"3041","BURRAPINE","NSW","2447","6A"
"3042","BURRAWANG","NSW","2577","3A"
"3043","BURRELL CREEK","NSW","2429","3A"
"3044","BURREN JUNCTION","NSW","2386","6B"
"3045","BURRIER","NSW","2540","3A"
"3046","BURRILL LAKE","NSW","2539","4A"
"3047","BURRINGBAR","NSW","2483","4A"
"3048","BURRINJUCK","NSW","2582","6A"
"3049","BURROWAY","NSW","2821","6A"
"3050","BURRUMBUTTOCK","NSW","2642","6A"
"3051","BURRUNDULLA","NSW","2850","4A"
"3052","BURWOOD","NSW","2583","6B"
"3053","BURWOOD","NSW","2134","1A"
"3054","CABBAGE TREE ISLAND","NSW","2430","3A"
"3055","CABBAGE TREE ISLAND","NSW","2477","4A"
"3056","CABRAMATTA","NSW","2166","1A"
"3057","CABRAMATTA WEST","NSW","2166","1A"
"3058","CABRAMURRA","NSW","2629","6C"
"3059","CADGEE","NSW","2545","6A"
"3060","CADIA","NSW","2800","1A"
"3061","CAERLEON","NSW","2850","4A"
"3062","CAFFREYS FLAT","NSW","2424","6A"
"3063","CAIRNCROSS","NSW","2446","2A"
"3064","CAIRNSMORE","NSW","2420","5A"
"3065","CAL LAL","NSW","2648","6C"
"3066","CALALA","NSW","2340","2A"
"3067","CALAMIA","NSW","2460","6A"
"3068","CALARE","NSW","2800","1A"
"3069","CALARIE","NSW","2871","4A"
"3070","CALDERWOOD","NSW","2527","1A"
"3071","CALDWELL","NSW","2710","6A"
"3072","CALGA","NSW","2250","1A"
"3073","CALIFAT","NSW","2729","5A"
"3074","CALIMO","NSW","2710","6A"
"3075","CAMDEN SOUTH","NSW","2570","1A"
"3076","CAMELLIA","NSW","2142","1A"
"3077","CAMERON PARK","NSW","2285","1A"
"3078","CAMERONS CREEK","NSW","2359","6A"
"3079","CAMIRA","NSW","2469","6A"
"3080","CAMIRA CREEK","NSW","2469","6A"
"3081","CAMMERAY","NSW","2062","1A"
"3082","CAMP CREEK","NSW","4385","6B"
"3083","CAMPBELL","NSW","2325","3A"
"3084","CAMPBELLTOWN","NSW","2560","1A"
"3085","CAMPERDOWN","NSW","2050","1A"
"3086","CAMPFIRE","NSW","2354","6A"
"3087","CAMPSIE","NSW","2194","1A"
"3088","CAMPVALE","NSW","2318","1A"
"3089","CAMS WHARF","NSW","2281","4A"
"3090","CAMYR ALLYN","NSW","2311","5A"
"3091","CANADA BAY","NSW","2046","1A"
"3092","CANADIAN LEAD","NSW","2850","4A"
"3093","CANBELEGO","NSW","2835","6B"
"3094","CAPEEN CREEK","NSW","2469","5B"
"3095","CAPERTEE","NSW","2846","6A"
"3096","CAPOOMPETA","NSW","2371","6A"
"3097","CAPTAINS FLAT","NSW","2623","6A"
"3098","CARABOST","NSW","2650","6A"
"3099","CARAGABAL","NSW","2810","6A"
"3100","CARAVAN HEAD","NSW","2225","1A"
"3101","CARCALGONG","NSW","2850","6A"
"3102","CARCOAR","NSW","2791","5A"
"3103","CARDIFF","NSW","2285","1A"
"3104","CARDIFF HEIGHTS","NSW","2285","1A"
"3105","CARDIFF SOUTH","NSW","2285","1A"
"3106","CAREEL BAY","NSW","2107","1A"
"3107","CARRABOLLA","NSW","2311","6A"
"3108","CARRAI","NSW","2440","6C"
"3109","CARRAMAR","NSW","2163","1A"
"3110","CARRATHOOL","NSW","2711","6A"
"3111","CARRAWABBITY","NSW","2871","4A"
"3112","CARRICK","NSW","2580","3A"
"3113","CARRINGTON","NSW","2294","1A"
"3114","CARRINGTON","NSW","2324","6A"
"3115","CARRINGTON FALLS","NSW","2577","6A"
"3116","CARROLL","NSW","2340","5A"
"3117","CARROLL GAP","NSW","2340","6A"
"3118","CARROWBROOK","NSW","2330","6A"
"3119","CARRS CREEK","NSW","2460","3A"
"3120","CARRS ISLAND","NSW","2460","3A"
"3121","CARRS PENINSULA","NSW","2460","3A"
"3122","CARRS PENINSULAR","NSW","2460","3A"
"3123","CARSS PARK","NSW","2221","1A"
"3124","CARTWRIGHT","NSW","2168","1A"
"3125","CARTWRIGHTS HILL","NSW","2650","1A"
"3126","CARWELL","NSW","2849","5A"
"3127","CARWOOLA","NSW","2620","1A"
"3128","CARY BAY","NSW","2283","1A"
"3129","CASCADE","NSW","2453","5A"
"3130","CASEY","NSW","2912","1A"
"3131","CASINO","NSW","2470","2A"
"3132","CASSILIS","NSW","2329","6B"
"3133","CECIL HILLS","NSW","2171","1A"
"3134","CECIL PARK","NSW","2178","1A"
"3135","CEDAR BRUSH CREEK","NSW","2259","6A"
"3136","CEDAR CREEK","NSW","2325","4A"
"3137","CEDAR CREEK","NSW","2484","6A"
"3138","CEDAR PARTY","NSW","2429","3A"
"3139","CEDAR POINT","NSW","2474","2A"
"3140","CEDAR VALLEY","NSW","2787","4A"
"3141","CELLS RIVER","NSW","2424","6A"
"3142","CENTENNIAL PARK","NSW","2021","1A"
"3143","CENTRAL","NSW","2601","1A"
"3144","CENTRAL COLO","NSW","2756","6A"
"3145","CENTRAL MACDONALD","NSW","2775","6A"
"3146","CENTRAL MANGROVE","NSW","2250","1A"
"3147","CENTRAL TILBA","NSW","2546","6A"
"3148","CESSNOCK","NSW","2325","1A"
"3149","CHADS CREEK","NSW","2311","6A"
"3150","CHAELUNDI","NSW","2460","6C"
"3151","CHAIN VALLEY BAY","NSW","2259","2A"
"3152","CHAKOLA","NSW","2630","6A"
"3153","CHAMBIGNE","NSW","2460","6A"
"3154","CHERRY TREE HILL","NSW","2360","6A"
"3155","CHERRYBROOK","NSW","2126","1A"
"3156","CHESTER HILL","NSW","2162","1A"
"3157","CHICHESTER","NSW","2420","6B"
"3158","CHIFLEY","NSW","2036","1A"
"3159","CHILCOTTS CREEK","NSW","2339","5A"
"3160","CHILCOTTS GRASS","NSW","2480","2A"
"3161","CHILLINGHAM","NSW","2484","4A"
"3162","CHINDERAH","NSW","2487","2A"
"3163","CHINNOCK","NSW","2550","4A"
"3164","CHIPPENDALE","NSW","2737","5B"
"3165","CHIPPENDALE","NSW","2008","1A"
"3166","CHIPPING NORTON","NSW","2170","1A"
"3167","CHISHOLM","NSW","2322","1A"
"3168","CLARENZA","NSW","2460","3A"
"3169","CLAREVILLE","NSW","2107","1A"
"3170","CLAYMORE","NSW","2559","1A"
"3171","CLEAR CREEK","NSW","2795","3A"
"3172","CLEAR RANGE","NSW","2620","6A"
"3173","CLEARFIELD","NSW","2469","6A"
"3174","CLEARVIEW","NSW","2878","6D"
"3175","CLEMTON PARK","NSW","2206","1A"
"3176","CLERGATE","NSW","2800","1A"
"3177","CLEVELAND","NSW","2530","1A"
"3178","CLIFDEN","NSW","2460","6A"
"3179","CLIFTLEIGH","NSW","2321","1A"
"3180","CLIFTON","NSW","2515","1A"
"3181","CLIFTON GARDENS","NSW","2088","1A"
"3182","CLIFTON GROVE","NSW","2800","1A"
"3183","COBRAMUNGA","NSW","2732","6A"
"3184","COCKATOO ISLAND","NSW","","8E"
"3185","COCKWHY","NSW","2539","4A"
"3186","CODRINGTON","NSW","2471","2A"
"3187","COFFEE CAMP","NSW","2480","2A"
"3188","COFFS HARBOUR","NSW","2450","1A"
"3189","COGGAN","NSW","2849","6A"
"3190","COGRA BAY","NSW","2083","1A"
"3191","COILA","NSW","2537","4A"
"3192","COLDSTREAM","NSW","2462","3A"
"3193","COLEAMBALLY","NSW","2707","6A"
"3194","COLEBEE","NSW","2761","1A"
"3195","COLEDALE","NSW","2515","1A"
"3196","COMBARA","NSW","2829","6B"
"3197","COMBERTON","NSW","2540","3A"
"3198","COMBO","NSW","2330","4A"
"3199","COMBOYNE","NSW","2429","6A"
"3200","COME BY CHANCE","NSW","2832","6C"
"3201","COMERONG ISLAND","NSW","2540","3A"
"3202","COMLEROY","NSW","2758","1A"
"3203","COMMISSIONERS CREEK","NSW","2484","4A"
"3204","COMMISSIONERS WATERS","NSW","2350","4A"
"3205","COMO","NSW","2226","1A"
"3206","COMOBELLA","NSW","2820","5A"
"3207","CONARGO","NSW","2710","6A"
"3208","CONCORD","NSW","2137","1A"
"3209","CONCORD WEST","NSW","2138","1A"
"3210","CONDELL PARK","NSW","2200","1A"
"3211","CONDOBOLIN","NSW","2877","5B"
"3212","CONDONG","NSW","2484","2A"
"3213","CONEAC","NSW","2422","5B"
"3214","CONGARINNI","NSW","2447","4A"
"3215","CONGARINNI NORTH","NSW","2447","4A"
"3216","CONGEWAI","NSW","2325","4A"
"3217","CONGO","NSW","2537","4A"
"3218","CONIMBIA","NSW","2829","6B"
"3219","CONISTON","NSW","2500","1A"
"3220","CONJOLA","NSW","2539","4A"
"3221","CONJOLA PARK","NSW","2539","4A"
"3222","COOLBAGGIE","NSW","2830","6A"
"3223","COOLEMAN","NSW","2611","6A"
"3224","COOLEYS CREEK","NSW","2729","5A"
"3225","COOLGARDIE","NSW","2478","4A"
"3226","COOLONGOLOOK","NSW","2423","6A"
"3227","COOLRINGDON","NSW","2630","4A"
"3228","COOLUMBOOKA","NSW","2632","5A"
"3229","COOLUMBURRA","NSW","2622","6A"
"3230","COOMA","NSW","2630","4A"
"3231","COOMBA","NSW","2428","6A"
"3232","COOMBA BAY","NSW","2428","6A"
"3233","COOMBA PARK","NSW","2428","6A"
"3234","COOMBADJHA","NSW","2460","6A"
"3235","COOMBELL","NSW","2470","4A"
"3236","COOMEALLA","NSW","2717","3A"
"3237","COOMOO COOMOO","NSW","2343","6B"
"3238","COONABARABRAN","NSW","2357","5B"
"3239","COONAMBLE","NSW","2829","5B"
"3240","COPELAND","NSW","2422","5A"
"3241","COPELAND COMMON","NSW","2422","5A"
"3242","COPETON","NSW","2360","6A"
"3243","COPMANHURST","NSW","2460","6A"
"3244","COPPABELLA","NSW","2644","6B"
"3245","COPPER HILL","NSW","2866","1A"
"3246","COPPERHANNIA","NSW","2795","6A"
"3247","CORAKI","NSW","2471","2A"
"3248","CORALVILLE","NSW","2443","6A"
"3249","CORAMBA","NSW","2450","1A"
"3250","CORANG","NSW","2622","6A"
"3251","CORANGULA","NSW","2440","4A"
"3252","CORBIE HILL","NSW","2705","5A"
"3253","CORDEAUX","NSW","2526","1A"
"3254","CORDEAUX DAM","NSW","2526","1A"
"3255","CORDEAUX HEIGHTS","NSW","2526","1A"
"3256","COREE","NSW","2710","5B"
"3257","COREE SOUTH","NSW","2710","6A"
"3258","COREEN","NSW","2646","6A"
"3259","CORINDI BEACH","NSW","2456","6A"
"3260","CORINELLA","NSW","2871","6A"
"3261","CORLETTE","NSW","2315","5A"
"3262","CORNDALE","NSW","2480","2A"
"3263","CORNEY TOWN","NSW","2790","4A"
"3264","COWPER","NSW","2460","3A"
"3265","COWRA","NSW","2794","4A"
"3266","COXS CREEK","NSW","2849","5A"
"3267","COXS CROWN","NSW","2849","5A"
"3268","CRABBES CREEK","NSW","2483","4A"
"3269","CRABOON","NSW","2844","5A"
"3270","CRACE","NSW","2911","1A"
"3271","CRACKENBACK","NSW","2627","6A"
"3272","CRAIGIE","NSW","2632","5B"
"3273","CRANBURY","NSW","2804","5A"
"3274","CRANEBROOK","NSW","2749","1A"
"3275","CRANGAN BAY","NSW","2259","2A"
"3276","CRAVEN","NSW","2422","5A"
"3277","CROUDACE BAY","NSW","2280","1A"
"3278","CROWDY BAY NP","NSW","2443","6A"
